   -0.628258599406050777E+00    0.634449943868889310E+00    0.238771481720571010E+01   -0.408946575036953641E+00   -0.164001667165886933E+00    0.925651062423548776E+00    0.275486559623806748E+00    0.174197342362641772E+01   -0.117794184391242496E+01   -0.345806012271825125E+02
   -0.485292274276245106E+00    0.313261540786059278E+00    0.276564872449194432E+01   -0.456339889972142476E+00   -0.435780007305900385E-01    0.972099929967987664E+00   -0.911834720866355752E-02    0.249933891418023890E+01   -0.150445038335315218E+01   -0.340192687609756348E+02
   -0.692716426384115458E+00    0.434334296394848218E+00    0.283396384507726973E+01   -0.589207488504961630E+00   -0.125582195810132358E+00    0.889807965558480074E+00    0.132894731517350984E+00    0.264528007356546890E+01   -0.129419528369282588E+01   -0.338171095772592665E+02
   -0.861414123550774513E+00    0.776152319253716527E+00    0.267757230655285738E+01   -0.555281520867681122E+00   -0.180685199318156464E+00    0.986206388087096264E+00    0.261921252693213535E+00    0.181927035628946454E+01   -0.119786032763631312E+01   -0.333705604561472313E+02
   -0.794662056194698652E+00    0.676090360869565199E+00    0.222710752832925873E+01   -0.410367596948477020E+00   -0.180792094775275025E+00    0.940289573531308931E+00    0.303013195106414113E+00    0.227142874385916826E+01   -0.114545308220815301E+01   -0.315720771803785745E+02
   -0.713978759694991694E+00    0.523963805910994118E+00    0.265084983176680478E+01   -0.566832920309672028E+00   -0.121996258069092617E+00    0.914106446461080635E+00    0.238123365994518998E+00    0.257644088594243081E+01   -0.125494985887715416E+01   -0.315177702591983113E+02
   -0.715916000274582243E+00    0.345537899299457107E+00    0.254479982553513562E+01   -0.509156474080134647E+00   -0.178736638350813437E+00    0.994923732962687324E+00    0.267871458000763063E+00    0.199750951169684221E+01   -0.127383321983320386E+01   -0.312537329467586957E+02
   -0.476700681414229610E+00    0.444981412287161149E+00    0.275260032585803760E+01   -0.560134716627033846E+00   -0.657683634319406740E-01    0.884982400677136405E+00    0.167861658031215111E+00    0.178371110257559717E+01   -0.128184838096704823E+01   -0.306395850926568905E+02
   -0.511439544554928238E+00    0.308050992682032732E+00    0.262932299151730575E+01   -0.435461114473519206E+00   -0.119858008983656977E+00    0.894202768759461364E+00    0.101673697659575346E+00    0.117372660176911481E+01   -0.134718653821984446E+01   -0.305196703021475457E+02
   -0.471276951254756327E+00    0.160144907287230520E+00    0.257194477378333186E+01   -0.437924517825809767E+00   -0.157053269921938216E+00    0.978050797517145964E+00    0.193252175432216067E+00    0.130580101272243065E+01   -0.134255397671941523E+01   -0.304467976578454937E+02
   -0.528594749378979323E+00    0.744231530818349363E+00    0.261728623902224911E+01   -0.535698621669302266E+00   -0.180324738902060133E+00    0.981028686515752479E+00    0.287730106882148284E+00    0.212228280103114297E+01   -0.117302473267611518E+01   -0.303115145754965596E+02
   -0.124762384865765141E+01    0.509688717565419669E+00    0.313192821866979854E+01   -0.751422289151135292E+00   -0.196392939405149680E+00    0.953402139893073985E+00    0.214147246424194027E+00    0.231129807319215042E+01   -0.126312624617947478E+01   -0.301578390209313127E+02
   -0.794126349387731079E+00    0.370602825933117552E+00    0.275337763124436741E+01   -0.566742895989272855E+00   -0.138893372810614951E+00    0.940939209861068271E+00    0.188335792346962183E+00    0.218752337385129092E+01   -0.130280897596817624E+01   -0.301554366880424496E+02
   -0.513451038418447414E+00    0.455584365124076518E+00    0.273705294086898654E+01   -0.556680364025611718E+00   -0.146722773814023238E+00    0.909840976138616364E+00    0.233462012477337222E+00    0.156288181727293241E+01   -0.119559725497591174E+01   -0.300738732015200192E+02
   -0.725260203758693045E+00    0.572033972471459595E+00    0.247642986380592056E+01   -0.432646556743206512E+00   -0.159890812384054670E+00    0.887267671877540520E+00    0.180236754462665516E+00    0.150438885467943462E+01   -0.123443371791315926E+01   -0.300521947413689219E+02
   -0.512784989311055428E+00    0.356727382218579248E+00    0.240912720814963688E+01   -0.450333660899614907E+00   -0.187689674350687896E+00    0.976349196555742704E+00    0.252716084720231215E+00    0.285435339159780543E+01   -0.121448459421585042E+01   -0.300159346009904944E+02
   -0.109873778206809281E+01    0.434246923027821863E+00    0.240692706656704924E+01   -0.429318205585796031E+00   -0.245799845016917790E+00    0.964629690772708326E+00    0.303633679325401751E+00    0.150813865535457614E+01   -0.120648276159325718E+01   -0.298545445582667135E+02
   -0.500817820724320573E+00    0.409541866709214331E+00    0.243863206735185090E+01   -0.434801635688844446E+00   -0.140216985705760605E+00    0.873323203606451548E+00    0.227252724071695056E+00    0.298090305653543997E+01   -0.118677675587563058E+01   -0.298527006526191414E+02
   -0.866338497693554865E+00    0.444789303810190662E+00    0.232072386004187958E+01   -0.404829488764014700E+00   -0.195574632059534237E+00    0.956707822768808835E+00    0.265769591571776598E+00    0.209167642567762346E+01   -0.127827670061771670E+01   -0.298480781580773957E+02
   -0.148635703442663680E+01    0.603161910485954911E+00    0.269649188434537557E+01   -0.561893776008649315E+00   -0.205939419759865155E+00    0.981155860451045081E+00    0.234251491468747020E+00    0.209496793579903162E+01   -0.118725868313881122E+01   -0.298273963990946029E+02
   -0.785493303098130591E+00    0.389335618817480134E+00    0.247258157979770665E+01   -0.450580601541230807E+00   -0.169712523959891226E+00    0.958290709185708800E+00    0.262972695835079762E+00    0.228069491034362271E+01   -0.125880288499298132E+01   -0.296836691925914486E+02
   -0.736587102963912721E+00    0.566956315915598585E+00    0.308946092334968192E+01   -0.720456144946014510E+00   -0.122649556879067811E+00    0.989399962748051420E+00    0.239779946227017149E+00    0.229979210432072367E+01   -0.126350647939094785E+01   -0.296335714502585077E+02
   -0.131901633274972707E+01    0.527010343879049437E+00    0.335471163497791158E+01   -0.874751094606655899E+00   -0.153199741099921682E+00    0.955242755706358082E+00    0.187627775882023062E+00    0.231350090928234664E+01   -0.129320069611883071E+01   -0.295173687757724394E+02
   -0.536757618328437158E+00    0.715107459568146364E+00    0.249127762356720961E+01   -0.548425915072205505E+00   -0.104011471958755375E+00    0.997012450274737727E+00    0.306133236165813116E+00    0.305208417732407478E+01   -0.115412471935829686E+01   -0.293878894528308265E+02
   -0.580024044302390296E+00    0.558213006659134869E+00    0.283189040886106724E+01   -0.548349704413650052E+00   -0.146415987181495844E+00    0.962398207406123585E+00    0.136258459958169098E+00    0.178713516774917180E+01   -0.130713613457299616E+01   -0.293827759414405350E+02
   -0.537481856629144938E+00    0.348521303334540899E+00    0.253123474125693360E+01   -0.415853741437643309E+00   -0.120768260355919838E+00    0.994456399752604026E+00    0.121737270635760897E+00    0.155803758647530843E+01   -0.140703319352395795E+01   -0.293758241989193678E+02
   -0.119309816693829851E+01    0.580974509065271150E+00    0.317596593521960546E+01   -0.819272422169992964E+00   -0.124270961711369116E+00    0.990325809135818691E+00    0.240495398654307913E+00    0.208214741518337076E+01   -0.126375577376034087E+01   -0.293471835038201725E+02
   -0.913009444560305861E+00    0.602015877864789495E+00    0.243234933775640183E+01   -0.425627165396926355E+00   -0.181574061421839239E+00    0.933017385183600223E+00    0.208049486488564472E+00    0.307561230346525427E+01   -0.127001818070491268E+01   -0.292942362277393684E+02
   -0.983019183607369507E+00    0.341251271513288490E+00    0.241950616377761563E+01   -0.401249768778600302E+00   -0.229254672824636907E+00    0.986772361129108155E+00    0.200443487215881344E+00    0.199190688078979994E+01   -0.124363809266166570E+01   -0.291322355659008529E+02
   -0.900027410191696298E+00    0.396094701635007818E+00    0.251520460975661919E+01   -0.461617526805932377E+00   -0.162349241621183638E+00    0.890436345771088655E+00    0.205678898530653242E+00    0.175719031812443305E+01   -0.125561150886941775E+01   -0.291218680859258434E+02
   -0.517724286507526887E+00    0.719698004004113656E+00    0.250706384580325992E+01   -0.436912867581556119E+00   -0.154179867275173910E+00    0.976336382727821084E+00    0.218109231264683068E+00    0.166718015846461753E+01   -0.126550906425215359E+01   -0.290791939879091466E+02
   -0.103084679943124025E+01    0.634130874293614699E+00    0.228867150414859655E+01   -0.425029488828366553E+00   -0.162506923305469786E+00    0.971965264093250791E+00    0.278866678884384989E+00    0.190828530673147156E+01   -0.113267091141562304E+01   -0.290690617973156549E+02
   -0.730231667634506310E+00    0.614353686422295375E+00    0.271931849761269628E+01   -0.564901280547244422E+00   -0.106064712141114126E+00    0.933994385328628218E+00    0.187358097915997668E+00    0.210618809262140072E+01   -0.129330465430703612E+01   -0.290355511171903444E+02
   -0.808272569579209343E+00    0.523601747156555497E+00    0.261766973611888920E+01   -0.546353509861701614E+00   -0.169031863186869330E+00    0.910047487530101229E+00    0.268642593881758263E+00    0.180429248713477319E+01   -0.121357784316627360E+01   -0.289681814007382741E+02
   -0.906894745874904040E+00    0.625623950968096310E+00    0.311383865324285836E+01   -0.782358340094530647E+00   -0.160537407870382398E+00    0.968582932260774965E+00    0.294905748029954839E+00    0.191922982844628232E+01   -0.120905865210198726E+01   -0.289576733258177583E+02
